locus_tag	ftype	length_bp	gene	EC_number	COG	product
PLMJLKIP_02763	CDS	1233	dgcM	2.7.7.65	COG2199	Diguanylate cyclase DgcM
PLMJLKIP_02764	CDS	984	zntB		COG0598	Zinc transport protein ZntB
PLMJLKIP_02765	CDS	174	ynaL			Protein YnaL
PLMJLKIP_02766	CDS	1374	dbpA_1	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
PLMJLKIP_02767	CDS	936	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
PLMJLKIP_02768	CDS	435	uspF		COG0589	Universal stress protein F
PLMJLKIP_02769	CDS	1134	ompN_1		COG3203	Outer membrane porin N
PLMJLKIP_02770	CDS	3525	nifJ	1.2.7.-	COG0674	Pyruvate-flavodoxin oxidoreductase
PLMJLKIP_02771	CDS	267				hypothetical protein
PLMJLKIP_02772	CDS	423	hslJ		COG3187	Heat shock protein HslJ
PLMJLKIP_02773	CDS	990	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
PLMJLKIP_02774	CDS	2640				hypothetical protein
PLMJLKIP_02775	CDS	186				hypothetical protein
PLMJLKIP_02776	CDS	324				hypothetical protein
PLMJLKIP_02777	CDS	207				hypothetical protein
PLMJLKIP_02778	CDS	174	gnsA_1			Protein GnsA
PLMJLKIP_02779	CDS	216	cspJ			Cold shock-like protein CspJ
PLMJLKIP_02780	CDS	498				hypothetical protein
PLMJLKIP_02781	CDS	534	rrrD_2	3.2.1.17	COG3772	Lysozyme RrrD
PLMJLKIP_02782	CDS	312	ydfR			putative protein YdfR
PLMJLKIP_02783	CDS	216				hypothetical protein
PLMJLKIP_02784	CDS	396				hypothetical protein
PLMJLKIP_02785	CDS	429				hypothetical protein
PLMJLKIP_02786	tRNA	77				tRNA-Arg(tct)
PLMJLKIP_02787	tRNA	76				tRNA-Met(cat)
PLMJLKIP_02788	CDS	822				hypothetical protein
PLMJLKIP_02789	CDS	375	rusA_2	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
PLMJLKIP_02790	CDS	1050				hypothetical protein
PLMJLKIP_02791	CDS	213				hypothetical protein
PLMJLKIP_02792	CDS	1026				hypothetical protein
PLMJLKIP_02793	CDS	219				hypothetical protein
PLMJLKIP_02794	CDS	1071				hypothetical protein
PLMJLKIP_02795	CDS	426				hypothetical protein
PLMJLKIP_02796	CDS	282				hypothetical protein
PLMJLKIP_02797	CDS	420				hypothetical protein
PLMJLKIP_02798	CDS	237				hypothetical protein
PLMJLKIP_02799	CDS	576				hypothetical protein
PLMJLKIP_02800	CDS	189				hypothetical protein
PLMJLKIP_02801	CDS	192				hypothetical protein
PLMJLKIP_02802	CDS	2472				hypothetical protein
PLMJLKIP_02803	CDS	237				hypothetical protein
PLMJLKIP_02804	CDS	1281	intQ		COG0582	Putative defective protein IntQ
PLMJLKIP_02805	CDS	111	ynfP			Protein YnfP
PLMJLKIP_02806	CDS	1020	rspB	1.1.1.-	COG1063	Starvation-sensing protein RspB
PLMJLKIP_02807	CDS	1215	rspA		COG4948	Starvation-sensing protein RspA
PLMJLKIP_02808	CDS	327				hypothetical protein
PLMJLKIP_02809	CDS	342				hypothetical protein
PLMJLKIP_02810	CDS	561	speG	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
PLMJLKIP_02811	CDS	747				hypothetical protein
PLMJLKIP_02812	CDS	306	ynfD			putative protein YnfD
PLMJLKIP_02813	CDS	2427	ynfE	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
PLMJLKIP_02814	CDS	2397	ynfF	1.8.99.-	COG1104	putative dimethyl sulfoxide reductase chain YnfF
PLMJLKIP_02815	CDS	618	dmsB_2		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
PLMJLKIP_02816	CDS	855	dmsC_2		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
PLMJLKIP_02817	CDS	615	dmsD		COG3381	Tat proofreading chaperone DmsD
PLMJLKIP_02818	CDS	1257	clcB		COG0038	Voltage-gated ClC-type chloride channel ClcB
PLMJLKIP_02819	CDS	696	bioD1_2	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
PLMJLKIP_02820	CDS	1221	mlc_2		COG1940	Protein mlc
PLMJLKIP_02821	CDS	894	hcaR_2			Hca operon transcriptional activator HcaR
PLMJLKIP_02822	CDS	1254	ynfM			Inner membrane transport protein YnfM
PLMJLKIP_02823	CDS	309	asr			Acid shock protein
PLMJLKIP_02824	CDS	822				hypothetical protein
PLMJLKIP_02825	CDS	330	mdtI		COG2076	Spermidine export protein MdtI
PLMJLKIP_02826	CDS	366	mdtJ		COG2076	Spermidine export protein MdtJ
PLMJLKIP_02827	CDS	1035	tqsA		COG0628	AI-2 transport protein TqsA
PLMJLKIP_02828	CDS	1389	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
PLMJLKIP_02829	CDS	1533	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
PLMJLKIP_02830	CDS	945	ydgH			Protein YdgH
PLMJLKIP_02831	CDS	1383	ydgI		COG0531	Putative arginine/ornithine antiporter
PLMJLKIP_02832	CDS	723	folM	1.5.1.50	COG1028	Dihydromonapterin reductase
PLMJLKIP_02833	CDS	336	ydgC		COG3136	Inner membrane protein YdgC
PLMJLKIP_02834	CDS	720	rstA		COG0745	Transcriptional regulatory protein RstA
PLMJLKIP_02835	CDS	1302	rstB	2.7.13.3		Sensor protein RstB
PLMJLKIP_02836	CDS	930	tus			DNA replication terminus site-binding protein
PLMJLKIP_02837	CDS	1404	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
PLMJLKIP_02838	CDS	1647	fumA_2	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
PLMJLKIP_02839	CDS	1176	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase
PLMJLKIP_02840	CDS	1509	ydgA_2		COG5339	Protein YdgA
PLMJLKIP_02841	CDS	1266	uidC			Membrane-associated protein UidC
PLMJLKIP_02842	CDS	1374	uidB		COG2211	Glucuronide carrier protein
PLMJLKIP_02843	CDS	1812	uidA	3.2.1.31	COG3250	Beta-glucuronidase
PLMJLKIP_02844	CDS	579				hypothetical protein
PLMJLKIP_02845	CDS	768	hdhA	1.1.1.159		7-alpha-hydroxysteroid dehydrogenase
PLMJLKIP_02846	CDS	1029	malI		COG1609	Maltose regulon regulatory protein MalI
PLMJLKIP_02847	CDS	1593	malX		COG1263	PTS system maltose-specific EIICB component
PLMJLKIP_02848	CDS	1173	malY		COG1168	Protein MalY
PLMJLKIP_02849	CDS	1002	add	3.5.4.4	COG1816	Adenosine deaminase
PLMJLKIP_02850	CDS	1041	ydgJ	1.-.-.-	COG0673	putative oxidoreductase YdgJ
PLMJLKIP_02851	CDS	216	cnu			OriC-binding nucleoid-associated protein
PLMJLKIP_02852	CDS	441	ydgK			Inner membrane protein YdgK
PLMJLKIP_02853	CDS	582	rsxA	7.-.-.-	COG4657	Ion-translocating oxidoreductase complex subunit A
PLMJLKIP_02854	CDS	579	rsxB	7.-.-.-	COG2878	Ion-translocating oxidoreductase complex subunit B
PLMJLKIP_02855	CDS	2223	rsxC	7.-.-.-	COG4656	Ion-translocating oxidoreductase complex subunit C
PLMJLKIP_02856	CDS	1059	rsxD	7.-.-.-	COG4658	Ion-translocating oxidoreductase complex subunit D
PLMJLKIP_02857	CDS	621	rsxG	7.-.-.-	COG4659	Ion-translocating oxidoreductase complex subunit G
PLMJLKIP_02858	CDS	696	rsxE	7.-.-.-	COG4660	Ion-translocating oxidoreductase complex subunit E
PLMJLKIP_02859	CDS	636	nth	4.2.99.18	COG0177	Endonuclease III
PLMJLKIP_02860	CDS	201				hypothetical protein
PLMJLKIP_02861	CDS	1503	dtpA		COG3104	Dipeptide and tripeptide permease A
PLMJLKIP_02862	CDS	606	gstA	2.5.1.18	COG0625	Glutathione S-transferase GstA
PLMJLKIP_02863	CDS	861	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
PLMJLKIP_02864	CDS	1275	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
PLMJLKIP_02865	CDS	657	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
PLMJLKIP_02866	CDS	324	mliC		COG3895	Membrane-bound lysozyme inhibitor of C-type lysozyme
PLMJLKIP_02867	CDS	1110	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
PLMJLKIP_02868	CDS	468	slyB		COG3133	Outer membrane lipoprotein SlyB
PLMJLKIP_02869	CDS	435	slyA		COG1846	Transcriptional regulator SlyA
PLMJLKIP_02870	CDS	237				hypothetical protein
PLMJLKIP_02871	CDS	858	aaeA_1		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
PLMJLKIP_02872	CDS	2013	aaeB_1			p-hydroxybenzoic acid efflux pump subunit AaeB
PLMJLKIP_02873	CDS	522	sodC	1.15.1.1	COG2032	Superoxide dismutase [Cu-Zn]
PLMJLKIP_02874	CDS	897	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
PLMJLKIP_02875	CDS	240				hypothetical protein
PLMJLKIP_02876	CDS	600	nemR			HTH-type transcriptional repressor NemR
PLMJLKIP_02877	CDS	1098	nemA	1.3.1.-	COG1902	N-ethylmaleimide reductase
PLMJLKIP_02878	CDS	408	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
PLMJLKIP_02879	CDS	648	rnt	3.1.13.-	COG0847	Ribonuclease T
PLMJLKIP_02880	CDS	4617	srmB_2	3.6.4.13		ATP-dependent RNA helicase SrmB
PLMJLKIP_02881	CDS	348	grxD		COG0278	Glutaredoxin 4
PLMJLKIP_02882	CDS	828	mepH	3.4.-.-	COG0791	Murein DD-endopeptidase MepH
PLMJLKIP_02883	CDS	582	sodB	1.15.1.1	COG0605	Superoxide dismutase [Fe]
PLMJLKIP_02884	CDS	1170	ydhP		COG2814	Inner membrane transport protein YdhP
PLMJLKIP_02885	CDS	90	ynhF			putative protein YnhF
PLMJLKIP_02886	CDS	1026	purR		COG1609	HTH-type transcriptional repressor PurR
PLMJLKIP_02887	CDS	933	yahB_2			putative HTH-type transcriptional regulator YahB
PLMJLKIP_02888	CDS	1212	ydhC			Inner membrane transport protein YdhC
PLMJLKIP_02889	CDS	1149	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
PLMJLKIP_02890	CDS	642	ribC	2.5.1.9	COG0307	Riboflavin synthase
PLMJLKIP_02891	CDS	1374	mdtK		COG0534	Multidrug resistance protein MdtK
PLMJLKIP_02892	CDS	1257				hypothetical protein
PLMJLKIP_02893	tRNA	77				tRNA-Val(gac)
PLMJLKIP_02894	tRNA	77				tRNA-Val(gac)
PLMJLKIP_02895	CDS	306	ydhR	1.-.-.-		Putative monooxygenase YdhR
PLMJLKIP_02896	CDS	1605				hypothetical protein
PLMJLKIP_02897	CDS	765	ydhT			putative protein YdhT
PLMJLKIP_02898	CDS	786	ydhU		COG4117	Putative cytochrome YdhU
PLMJLKIP_02899	CDS	669	ydhX_2		COG0437	putative ferredoxin-like protein YdhX
PLMJLKIP_02900	CDS	639	ydhW			putative protein YdhW
PLMJLKIP_02901	CDS	2103	ydhV	1.-.-.-	COG2414	putative oxidoreductase YdhV
PLMJLKIP_02902	CDS	627	ydhY		COG0437	putative ferredoxin-like protein YdhY
PLMJLKIP_02903	CDS	210	fumD	4.2.1.2		Fumarase D
PLMJLKIP_02904	CDS	1413	pykF	2.7.1.40	COG0469	Pyruvate kinase I
PLMJLKIP_02905	CDS	237	lpp		COG4238	Major outer membrane prolipoprotein Lpp
PLMJLKIP_02906	CDS	1005	ynhG	2.-.-.-	COG1376	putative L,D-transpeptidase YnhG
PLMJLKIP_02907	CDS	417	sufE		COG2166	Cysteine desulfuration protein SufE
PLMJLKIP_02908	CDS	1221	sufS	2.8.1.7	COG0520	Cysteine desulfurase
PLMJLKIP_02909	CDS	1272	sufD		COG0719	FeS cluster assembly protein SufD
PLMJLKIP_02910	CDS	747	sufC		COG0396	putative ATP-dependent transporter SufC
PLMJLKIP_02911	CDS	1488	sufB		COG0719	FeS cluster assembly protein SufB
PLMJLKIP_02912	CDS	369	sufA		COG0316	Protein SufA
PLMJLKIP_02913	CDS	189				hypothetical protein
PLMJLKIP_02914	CDS	411	menI	3.1.2.28	COG2050	1,4-dihydroxy-2-naphthoyl-CoA hydrolase
PLMJLKIP_02915	CDS	3057			COG0247	putative protein
PLMJLKIP_02916	CDS	1113	ydiK		COG0628	Putative transport protein YdiK
PLMJLKIP_02917	CDS	357				hypothetical protein
PLMJLKIP_02918	CDS	1215	ydiM			Inner membrane transport protein YdiM
PLMJLKIP_02919	CDS	1266	ydiN			Inner membrane transport protein YdiN
PLMJLKIP_02920	CDS	867	ydiB	1.1.1.282	COG0169	Quinate/shikimate dehydrogenase
PLMJLKIP_02921	CDS	759	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
PLMJLKIP_02922	CDS	1596	ydiF	2.8.3.8	COG4670	Acetate CoA-transferase YdiF
PLMJLKIP_02923	CDS	1152	caiA_1	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
PLMJLKIP_02924	CDS	912	rhaS_3			HTH-type transcriptional activator RhaS
PLMJLKIP_02925	CDS	177				hypothetical protein
PLMJLKIP_02926	CDS	765	fixA_1		COG2086	Protein FixA
PLMJLKIP_02927	CDS	939	fixB_1		COG2025	Protein FixB
PLMJLKIP_02928	CDS	1290	dadA_2	1.4.99.-		D-amino acid dehydrogenase
PLMJLKIP_02929	CDS	294	fixX_1		COG2440	Ferredoxin-like protein FixX
PLMJLKIP_02930	CDS	1647	fadK	6.2.1.-	COG0318	Medium-chain fatty-acid--CoA ligase
PLMJLKIP_02931	CDS	2379	ppsA	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
PLMJLKIP_02932	CDS	834	ppsR	2.7.11.33	COG1806	Phosphoenolpyruvate synthase regulatory protein
PLMJLKIP_02933	CDS	1047	aroH_2	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive
PLMJLKIP_02934	CDS	192	ydiE		COG4256	putative protein YdiE
PLMJLKIP_02935	CDS	1437	selO	2.7.7.-	COG0397	Protein adenylyltransferase SelO
PLMJLKIP_02936	CDS	714	ydiV		COG2200	Putative anti-FlhC(2)FlhD(4) factor YdiV
PLMJLKIP_02937	CDS	465	mepS_2	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
PLMJLKIP_02938	CDS	750	btuD_3	7.6.2.8	COG4138	Vitamin B12 import ATP-binding protein BtuD
PLMJLKIP_02939	CDS	552	btuE	1.11.1.15	COG0386	Thioredoxin/glutathione peroxidase BtuE
PLMJLKIP_02940	CDS	981	btuC		COG4139	Vitamin B12 import system permease protein BtuC
PLMJLKIP_02941	CDS	300	ihfA		COG0776	Integration host factor subunit alpha
PLMJLKIP_02942	CDS	2388	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
PLMJLKIP_02943	CDS	984	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
PLMJLKIP_02944	CDS	357	rplT		COG0292	50S ribosomal protein L20
PLMJLKIP_02945	CDS	198	rpmI		COG0291	50S ribosomal protein L35
PLMJLKIP_02946	CDS	435	infC		COG0290	Translation initiation factor IF-3
PLMJLKIP_02947	CDS	1929	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
PLMJLKIP_02948	CDS	1899				hypothetical protein
PLMJLKIP_02949	CDS	108	yniD			putative protein YniD
PLMJLKIP_02950	CDS	759				hypothetical protein
PLMJLKIP_02951	CDS	930	pfkB	2.7.1.11	COG1105	ATP-dependent 6-phosphofructokinase isozyme 2
PLMJLKIP_02952	CDS	291				hypothetical protein
PLMJLKIP_02953	CDS	861		2.7.1.-		putative ketoamine kinase
PLMJLKIP_02954	CDS	537				hypothetical protein
PLMJLKIP_02955	CDS	669	hxpB	3.1.3.68	COG0637	Hexitol phosphatase B
PLMJLKIP_02956	CDS	591	ydjM		COG1988	Inner membrane protein YdjM
PLMJLKIP_02957	CDS	1392	tcyP		COG1823	L-cystine uptake protein TcyP
PLMJLKIP_02958	CDS	804				hypothetical protein
PLMJLKIP_02959	CDS	264	cedA			Cell division activator CedA
PLMJLKIP_02960	CDS	2262	katE	1.11.1.6	COG0753	Catalase HPII
PLMJLKIP_02961	CDS	750	chbG	3.5.1.105	COG3394	Chitooligosaccharide deacetylase ChbG
PLMJLKIP_02962	CDS	1353	chbF	3.2.1.86	COG1486	6-phospho-beta-glucosidase
PLMJLKIP_02963	CDS	840	chbR			HTH-type transcriptional regulator ChbR
PLMJLKIP_02964	CDS	351	chbA		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
PLMJLKIP_02965	CDS	1359	chbC		COG1455	PTS system N,N'-diacetylchitobiose-specific EIIC component
PLMJLKIP_02966	CDS	321	chbB	2.7.1.196	COG1440	PTS system N,N'-diacetylchitobiose-specific EIIB component
PLMJLKIP_02967	CDS	339	osmE			Osmotically-inducible putative lipoprotein OsmE
PLMJLKIP_02968	CDS	828	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
PLMJLKIP_02969	CDS	888	cho	3.1.25.-	COG0322	Excinuclease cho
PLMJLKIP_02970	CDS	576	ves		COG3758	Protein Ves
PLMJLKIP_02971	CDS	486	spy		COG3678	Periplasmic chaperone Spy
PLMJLKIP_02972	CDS	969	astE	3.5.1.96	COG2988	Succinylglutamate desuccinylase
PLMJLKIP_02973	CDS	1344	astB	3.5.3.23	COG3724	N-succinylarginine dihydrolase
PLMJLKIP_02974	CDS	1479	astD	1.2.1.71	COG1012	N-succinylglutamate 5-semialdehyde dehydrogenase
PLMJLKIP_02975	CDS	1035	astA	2.3.1.109	COG3138	Arginine N-succinyltransferase
PLMJLKIP_02976	CDS	1221	astC	2.6.1.81	COG4992	Succinylornithine transaminase
PLMJLKIP_02977	CDS	807	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
PLMJLKIP_02978	CDS	711	ydjZ_1		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
PLMJLKIP_02979	CDS	678				hypothetical protein
PLMJLKIP_02980	CDS	699	ydjZ_2		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
PLMJLKIP_02981	CDS	549				hypothetical protein
PLMJLKIP_02982	CDS	1167	ynjB		COG4134	Protein YnjB
PLMJLKIP_02983	CDS	1536	ynjC		COG4135	Inner membrane ABC transporter permease protein YnjC
PLMJLKIP_02984	CDS	651	malK_2	7.5.2.1	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
PLMJLKIP_02985	CDS	1308	ynjE	2.8.1.1	COG2897	Thiosulfate sulfurtransferase YnjE
PLMJLKIP_02986	CDS	621	ynjF		COG0558	Inner membrane protein YnjF
PLMJLKIP_02987	CDS	408	nudG	3.6.1.65	COG0494	CTP pyrophosphohydrolase
PLMJLKIP_02988	CDS	273				hypothetical protein
PLMJLKIP_02989	CDS	1344	gdhA	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
PLMJLKIP_02990	CDS	1956	topB	5.6.2.1	COG0550	DNA topoisomerase 3
PLMJLKIP_02991	CDS	1044	selD	2.7.9.3	COG0709	Selenide, water dikinase
PLMJLKIP_02992	CDS	552	ydjA	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
PLMJLKIP_02993	CDS	1857	sppA	3.4.21.-	COG0616	Protease 4
PLMJLKIP_02994	CDS	1017	ansA	3.5.1.1	COG0252	L-asparaginase 1
PLMJLKIP_02995	CDS	642	pncA	3.5.1.19	COG1335	Nicotinamidase
PLMJLKIP_02996	CDS	1359	ydjE_1			Inner membrane metabolite transport protein YdjE
PLMJLKIP_02997	CDS	759	ydjF_1		COG1349	putative HTH-type transcriptional regulator YdjF
PLMJLKIP_02998	CDS	981	ydjG	1.1.1.-	COG0667	NADH-specific methylglyoxal reductase
PLMJLKIP_02999	CDS	948	ydjH	2.7.1.-	COG0524	putative sugar kinase YdjH
PLMJLKIP_03000	CDS	837	ydjI		COG0191	putative protein YdjI
PLMJLKIP_03001	CDS	1044	ydjJ	1.-.-.-	COG1063	putative zinc-type alcohol dehydrogenase-like protein YdjJ
PLMJLKIP_03002	CDS	1380	ydjE_2			Inner membrane metabolite transport protein YdjE
PLMJLKIP_03003	CDS	1077		1.1.1.301		D-arabitol-phosphate dehydrogenase
PLMJLKIP_03004	CDS	273				hypothetical protein
PLMJLKIP_03005	CDS	414	msrB	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
PLMJLKIP_03006	CDS	996	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase A
PLMJLKIP_03007	CDS	885	yeaD	5.1.3.15	COG0676	Putative glucose-6-phosphate 1-epimerase
PLMJLKIP_03008	CDS	855	yvgN_2	1.1.1.-	COG0656	Glyoxal reductase
PLMJLKIP_03009	CDS	747	mipA		COG3713	MltA-interacting protein
PLMJLKIP_03010	CDS	1935				hypothetical protein
PLMJLKIP_03011	CDS	1284				hypothetical protein
PLMJLKIP_03012	CDS	1476	cdgI	2.7.7.65	COG2199	putative diguanylate cyclase CdgI
PLMJLKIP_03013	CDS	1491	dgcJ	2.7.7.65	COG2199	putative diguanylate cyclase DgcJ
PLMJLKIP_03014	CDS	504				hypothetical protein
PLMJLKIP_03015	CDS	447				hypothetical protein
PLMJLKIP_03016	CDS	819	nimR			HTH-type transcriptional regulator NimR
PLMJLKIP_03017	CDS	1182	nimT		COG2807	2-nitroimidazole transporter
PLMJLKIP_03018	CDS	348				hypothetical protein
PLMJLKIP_03019	CDS	255				hypothetical protein
PLMJLKIP_03020	CDS	1026	dgcP	2.7.7.65	COG2203	Diguanylate cyclase DgcP
PLMJLKIP_03021	CDS	249				hypothetical protein
PLMJLKIP_03022	CDS	183	yoaG			Protein YoaG
PLMJLKIP_03023	CDS	360	yeaR		COG3615	putative protein YeaR
PLMJLKIP_03024	CDS	639	leuE_2		COG1280	Leucine efflux protein
PLMJLKIP_03025	CDS	924	dmlR_3			HTH-type transcriptional regulator DmlR
PLMJLKIP_03026	CDS	1086	dmlA	1.1.1.83	COG0473	D-malate dehydrogenase [decarboxylating]
PLMJLKIP_03027	CDS	1611	caiT_1		COG1292	L-carnitine/gamma-butyrobetaine antiporter
PLMJLKIP_03028	CDS	1125	yeaW	1.14.13.239	COG4638	Carnitine monooxygenase oxygenase subunit
PLMJLKIP_03029	CDS	966	yeaX	1.14.13.239	COG1018	Carnitine monooxygenase reductase subunit
PLMJLKIP_03030	CDS	1116	rnd	3.1.13.5	COG0349	Ribonuclease D
PLMJLKIP_03031	CDS	1752	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
PLMJLKIP_03032	CDS	582	slp_1		COG3065	Outer membrane protein Slp
PLMJLKIP_03033	CDS	696	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
PLMJLKIP_03034	CDS	1911	yoaA	3.6.4.12	COG1199	putative ATP-dependent DNA helicase YoaA
PLMJLKIP_03035	CDS	348	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
PLMJLKIP_03036	CDS	300				hypothetical protein
PLMJLKIP_03037	CDS	180				hypothetical protein
PLMJLKIP_03038	CDS	1362	pabB	2.6.1.85	COG0147	Aminodeoxychorismate synthase component 1
PLMJLKIP_03039	CDS	579	nudL	3.6.1.-		putative Nudix hydrolase NudL
PLMJLKIP_03040	CDS	1365	sdaA	4.3.1.17	COG1760	L-serine dehydratase 1
PLMJLKIP_03041	CDS	1599	pdeD	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeD
PLMJLKIP_03042	CDS	1557				hypothetical protein
PLMJLKIP_03043	CDS	210				hypothetical protein
PLMJLKIP_03044	CDS	972	manX_1	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
PLMJLKIP_03045	CDS	801	manY		COG3715	PTS system mannose-specific EIIC component
PLMJLKIP_03046	CDS	852	manZ_1		COG3716	PTS system mannose-specific EIID component
PLMJLKIP_03047	CDS	459				hypothetical protein
PLMJLKIP_03048	CDS	567	mntP		COG1971	putative manganese efflux pump MntP
PLMJLKIP_03049	CDS	810	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
PLMJLKIP_03050	CDS	210	cspC			Cold shock-like protein CspC
PLMJLKIP_03051	CDS	288				hypothetical protein
PLMJLKIP_03052	CDS	189				hypothetical protein
PLMJLKIP_03053	CDS	792	kdgR_2		COG1414	Transcriptional regulator KdgR
PLMJLKIP_03054	CDS	1374	ribZ			Riboflavin transporter RibZ
PLMJLKIP_03055	rRNA	2901				23S ribosomal RNA
PLMJLKIP_03056	rRNA	111				5S ribosomal RNA
PLMJLKIP_03057	CDS	759	glnQ_3			Glutamine transport ATP-binding protein GlnQ
PLMJLKIP_03058	CDS	1104	yhdY		COG0765	Inner membrane amino-acid ABC transporter permease protein YhdY
PLMJLKIP_03059	CDS	1182				hypothetical protein
PLMJLKIP_03060	CDS	1026	yhdW			Putative amino-acid ABC transporter-binding protein YhdW
PLMJLKIP_03061	CDS	222				hypothetical protein
PLMJLKIP_03062	CDS	291				hypothetical protein
PLMJLKIP_03063	CDS	3105	acrF		COG0841	Multidrug export protein AcrF
PLMJLKIP_03064	CDS	1158	acrE			Multidrug export protein AcrE
PLMJLKIP_03065	CDS	663	acrR_2		COG1309	HTH-type transcriptional regulator AcrR
PLMJLKIP_03066	CDS	180				hypothetical protein
PLMJLKIP_03067	CDS	885	yhdJ_2	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
PLMJLKIP_03068	CDS	297	fis		COG2901	DNA-binding protein Fis
PLMJLKIP_03069	CDS	966	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
PLMJLKIP_03070	CDS	882	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
PLMJLKIP_03071	CDS	1452	panF		COG4145	Sodium/pantothenate symporter
PLMJLKIP_03072	CDS	243	yhdT		COG3924	putative membrane protein YhdT
PLMJLKIP_03073	CDS	1350	accC	6.3.4.14	COG0439	Biotin carboxylase
PLMJLKIP_03074	CDS	471	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
PLMJLKIP_03075	CDS	831				hypothetical protein
PLMJLKIP_03076	CDS	975	acuI	1.3.1.84	COG0604	putative acrylyl-CoA reductase AcuI
PLMJLKIP_03077	CDS	1941	csrD			RNase E specificity factor CsrD
PLMJLKIP_03078	CDS	1044	mreB		COG1077	Cell shape-determining protein MreB
PLMJLKIP_03079	CDS	1017	mreC		COG1792	Cell shape-determining protein MreC
PLMJLKIP_03080	CDS	489	mreD		COG2891	Rod shape-determining protein MreD
PLMJLKIP_03081	CDS	594	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
PLMJLKIP_03082	CDS	1470	rng	3.1.26.-	COG1530	Ribonuclease G
PLMJLKIP_03083	CDS	3801				hypothetical protein
PLMJLKIP_03084	CDS	1446	tldD	3.4.-.-	COG0312	Metalloprotease TldD
PLMJLKIP_03085	CDS	930	dmlR_4			HTH-type transcriptional regulator DmlR
PLMJLKIP_03086	CDS	204	aaeX			Protein AaeX
PLMJLKIP_03087	CDS	933	aaeA_2		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
PLMJLKIP_03088	CDS	1968	aaeB_2		COG1289	p-hydroxybenzoic acid efflux pump subunit AaeB
PLMJLKIP_03089	CDS	273	yhcO		COG2732	putative protein YhcO
PLMJLKIP_03090	CDS	264	bhsA_2			Multiple stress resistance protein BhsA
